1	18.64	7.791	0.1106	0.249	0.0	12.17	8.746	1.0251	0.493	0.1	6.540	15.261	6.47	0.955	-0.915
1	18.67	7.793	0.158	0.237	0.0	12.38	8.897	1.139	0.569	0.0	6.386	9.912	6.29	1.104	-0.981
1	18.68	7.839	0.257	0.495	0.0	12.53	9.03	0.8	-1.695	0.0	6.264	2.821	6.15	1.191	-0.543
1	18.68	7.895	0.227	-0.15	0.0	12.62	9.104	0.52	-1.4	0.0	6.179	0.85	6.06	1.209	-0.293
1	18.65	7.926	0.127	-0.5	0.0	12.71	9.14	0.429	-0.455	0.0	6.063	6.331	5.94	1.214	-0.302
1	18.64	7.934	0.05	-0.385	0.0	12.78	9.172	0.336	-0.465	0.2	5.989	28.835	5.86	1.238	-0.286
1	18.67	7.933	0.213	0.815	0.0	12.82	9.204	0.207	-0.645	0.4	5.986	10.489	5.85	1.271	0.006
1	18.72	7.962	0.394	0.905	0.0	12.85	9.213	0.237	0.15	0.6	6.002	12.338	5.87	1.251	0.157
1	18.79	8.042	0.633	1.195	0.0	12.91	9.24	0.341	0.52	0.8	6.001	8.901	5.88	1.198	0.292
1	18.8	8.203	1.015	1.91	0.0	12.97	9.275	0.39	0.245	1.0	5.928	8.563	5.83	1.072	0.625
1	18.78	8.447	1.218	1.015	0.0	13.04	9.321	0.456	0.33	1.2	5.806	7.409	5.74	0.874	0.762
1	18.8	8.691	1.238	0.1	0.0	13.13	9.374	0.505	0.245	1.4	5.711	6.606	5.67	0.683	0.733
1	18.88	8.933	1.288	0.25	0.0	13.21	9.433	0.544	0.195	1.6	5.692	6.138	5.67	0.5	0.744
1	18.95	9.185	1.261	-0.135	0.0	13.3	9.501	0.621	0.385	1.8	5.659	5.312	5.65	0.316	0.64
1	18.97	9.429	1.211	-0.25	0.0	13.42	9.574	0.68	0.295	2.0	5.552	4.793	5.55	0.145	0.531
1	18.96	9.669	1.171	-0.2	0.0	13.54	9.641	0.713	0.165	2.2	5.42	4.57	5.42	0.028	0.458
1	18.97	9.897	1.091	-0.4	0.0	13.67	9.709	0.694	-0.095	2.4	5.303	4.704	5.3	0.188	0.397
1	19.01	10.1	1.238	0.735	0.0	13.78	9.774	0.734	0.2	2.6	5.24	4.306	5.23	0.326	0.504
1	19.08	10.38	1.296	0.29	0.0	13.92	9.862	0.794	0.3	2.8	5.186	3.586	5.16	0.518	0.502
1	19.11	10.61	1.067	-1.145	0.0	14.06	9.914	0.77	-0.12	3.0	5.098	3.246	5.05	0.696	0.297
1	19.09	10.81	0.941	-0.63	0.0	14.2	9.986	0.696	-0.37	3.2	4.959	3.162	4.89	0.824	0.245
1	19.01	10.97	0.935	-0.03	0.0	14.32	10.03	0.669	-0.135	3.4	4.783	2.969	4.69	0.94	0.266
1	18.97	11.16	0.929	-0.03	0.0	14.44	10.1	0.693	0.12	3.6	4.652	2.445	4.53	1.06	0.236
1	18.97	11.34	0.946	0.085	0.0	14.56	10.16	0.656	-0.185	3.8	4.565	2.303	4.41	1.18	0.29
1	19.01	11.54	0.961	0.075	0.0	14.68	10.21	0.654	-0.01	4.0	4.53	1.945	4.33	1.33	0.307
1	19.02	11.72	0.901	-0.298	0.0	14.8	10.27	0.671	0.084	4.2	4.462	1.371	4.22	1.45	0.231
2	19.45	5.636	0.493	0.18	0.0	4.82	2.017	2.866	0.494	0.0	15.071	4.594	14.63	3.619	-2.373
2	19.43	5.782	0.705	1.058	0.0	5.056	2.608	3.185	1.593	0.0	14.72	2.233	14.374	3.174	-2.48
2	19.42	5.916	0.725	0.1	0.0	5.458	3.12	3.266	0.405	0.0	14.239	2.099	13.962	2.796	-2.541
2	19.39	6.069	0.83	0.525	0.0	5.805	3.678	3.299	0.165	0.0	13.794	1.343	13.585	2.391	-2.469
2	19.36	6.242	0.839	0.045	0.0	6.197	4.213	3.316	0.085	0.0	13.318	1.221	13.163	2.029	-2.477
2	19.28	6.388	0.805	-0.17	0.0	6.59	4.748	3.35	0.17	0.2	12.796	1.379	12.69	1.64	-2.545
