1	13.4	6.096	0.725	0.161	0.0	7.456	1.327	2.138	0.395	0.1	7.621	0.924	5.944	4.769	-1.413
1	13.36	6.295	1.035	1.552	0.0	8.178	1.629	2.375	1.188	0.0	6.973	0.135	5.182	4.666	-1.34
1	13.29	6.493	1.042	0.035	0.0	7.405	2.275	2.57	0.975	0.0	7.24	0.368	5.885	4.218	-1.528
1	13.24	6.696	1.035	-0.035	0.0	7.54	2.435	1.276	-6.47	0.0	7.117	4.222	5.7	4.261	-0.241
1	13.23	6.903	1.055	0.1	0.0	7.708	2.687	1.901	3.125	0.0	6.947	1.952	5.522	4.216	-0.846
1	13.23	7.118	1.046	-0.045	0.0	8.06	2.989	1.849	-0.26	0.2	6.616	2.08	5.17	4.129	-0.803
1	13.2	7.321	1.031	-0.075	0.0	8.178	3.258	1.311	-2.69	0.4	6.46	4.131	5.022	4.063	-0.28
1	13.16	7.525	1.023	-0.04	0.0	8.396	3.392	1.433	0.61	0.6	6.307	3.585	4.764	4.133	-0.41
1	13.11	7.718	1.006	-0.085	0.0	8.665	3.56	1.269	-0.82	0.8	6.087	4.3	4.445	4.158	-0.263
1	13.08	7.92	1.043	0.185	0.0	8.816	3.677	1.367	0.49	1.0	6.015	3.993	4.264	4.243	-0.324
1	13.08	8.135	1.023	-0.1	0.0	9.068	3.929	2.318	4.755	1.2	5.813	1.599	4.012	4.206	-1.295
1	13.07	8.329	0.904	-0.595	0.0	9.504	4.299	0.966	-6.76	1.4	5.381	5.911	3.566	4.03	-0.062
1	13.05	8.495	0.866	-0.19	0.0	9.387	4.148	0.252	-3.57	1.6	5.685	28.472	3.663	4.347	0.614
1	13.0	8.668	0.906	0.2	0.0	9.404	4.299	0.479	1.135	1.8	5.659	14.388	3.596	4.369	0.427
1	12.98	8.85	0.954	0.24	0.0	9.504	4.299	0.772	1.465	2.0	5.727	8.504	3.476	4.551	0.182
1	12.98	9.049	1.003	0.245	0.0	9.689	4.416	0.828	0.28	2.2	5.683	7.882	3.291	4.633	0.175
1	12.98	9.251	0.965	-0.19	0.0	9.79	4.467	0.653	-0.875	2.4	5.75	10.265	3.19	4.784	0.312
1	12.96	9.434	0.964	-0.005	0.0	9.874	4.601	0.512	-0.705	2.6	5.734	13.331	3.086	4.833	0.452
1	12.88	9.622	1.021	0.285	0.0	9.958	4.584	0.294	-1.09	2.8	5.824	23.582	2.922	5.038	0.727
1	12.8	9.809	1.028	0.035	0.0	9.991	4.601	0.361	0.335	3.0	5.917	19.23	2.809	5.208	0.667
1	12.72	10.0	1.064	0.18	0.0	10.08	4.668	0.416	0.275	3.2	5.95	16.635	2.64	5.332	0.648
1	12.67	10.22	1.03	-0.17	0.0	10.11	4.719	0.094	-1.611	3.4	6.068	73.186	2.56	5.501	0.936
1	12.58	10.39	0.914	-0.58	0.0	10.09	4.702	0.387	1.466	3.6	6.209	17.429	2.49	5.688	0.527
1	12.48	10.53	0.84	-0.37	0.0	10.23	4.819	0.789	2.01	3.8	6.138	7.95	2.25	5.711	0.051
1	12.38	10.66	0.76	-0.4	0.0	10.38	4.836	0.917	0.64	4.0	6.158	6.351	2.0	5.824	-0.157
1	12.34	10.8	0.765	0.025	0.0	10.58	4.92	0.722	-0.975	4.2	6.138	7.846	1.76	5.88	0.043
1	12.36	10.96	0.815	0.25	0.0	10.61	5.004	0.303	-2.095	4.4	6.208	19.911	1.75	5.956	0.512
1	12.36	11.12	0.78	-0.175	0.0	10.68	4.987	0.811	2.54	4.6	6.359	6.357	1.68	6.133	-0.031
1	12.33	11.27	0.809	0.145	0.0	10.91	5.122	0.734	-0.385	4.8	6.31	6.727	1.42	6.148	0.075
1	12.28	11.44	0.768	-0.205	0.0	10.93	5.138	0.657	-0.385	5.0	6.445	7.364	1.35	6.302	0.111
1	12.27	11.58	0.702	-0.331	0.0	11.15	5.239	1.21	2.767	5.2	6.439	2.582	1.12	6.341	-0.509
2	19.54	7.337	0.746	0.167	0.0	14.46	7.205	1.409	0.282	0.0	5.082	1.77	5.08	0.132	-0.664
2	19.6	7.541	1.065	1.597	0.0	14.73	7.324	1.566	0.783	0.0	4.875	0.859	4.87	0.217	-0.501
